listing_id,branch_id,agent_address,agent_postcode,short_description,description,property_id,property_type,address,price_min,price_max,latitude,longitude,lad20cd,lad20nm
48906050,"[""60367""]","[""9 Burroughs Gardens, Hendon, London""]","[""NW4 4AU""]","Student discount - £100 off your first month's rent no admin fees Stunning 3 Bedroom, 2 Bathroom flat coming available now!","Student discount - £100 off your first month's rentNo admin feesLuxury modern 3 bedroom, 2 bathroom, additional WC in a purpose built block flat in a desirable location in Hendon!The flat is fully furnished to very high standards and comprises of 3 large double bedrooms, 2 bathrooms, WC, wooden floors, beautiful kitchen with granite worktops and immaculate living/dining roomProperty is situated in the most sought after area in Hendon, just minutes away from transport links and local amenities.Extremely rare opportunity, viewings highly recommended!Available now",17221520,Flat,"[""Queens Road, Hendon, London NW4""]",510,510,51.584026,-0.219728,E09000003,Barnet
47693788,"[""48713""]","[""1124 High Road, Chadwell Heath, Romford""]","[""RM6 4AH""]","Spacious two bedroom ground floor apartment situated on a quiet development within short walking distance to both Chadwell Heath and Goodmayes train station. This property boasts a large lounge, fitted kitchen and comes part furnished making it an ideal r","Spacious two bedroom ground floor apartment situated on a quiet development within short walking distance to both Chadwell Heath and Goodmayes train station. This property boasts a large lounge, fitted kitchen and comes part furnished making it an ideal rental. As agents we highly advise a viewing.",19771071,Flat,"[""Burns Avenue, Chadwell Heath, Essex RM6""]",254,254,51.568295,0.123242,E09000026,Redbridge
46754543,"[""63042""]","[""25 Linden Gardens""]","[""W2 4HH""]","Get 20% off the full price. Pay £355pw instead of £445pw if you take the flat from today minimum 6 weeks -2 months max, after its full price £445pw.. Newly Refurbished building. All bills &amp; Wi-Fi included. Perfect for students &amp; young professional","Available on the 04/03/18get 20% off the full pricePay £355pw instead of £445pw if you take the flat from today minimum 6 weeks -2 months max, after its full price £445pw.Minimum stay is 6 weeks to 2 months.Newly refurbished building!All the utility bills are included and free internet.Flat is fully furnished with fully equipped kitchen.Excellent location only 2 mins walk from Notting Hill station.Perfect for students and young professionals!Please call Natalia now to arrange a viewing on .",25008866,Studio,"[""Linden Gardens, London W2""]",355,355,51.509846,-0.19488,E09000020,Kensington and Chelsea
49530010,"[""23006""]","[""106 Great Portland Street, London""]","[""W1W 6PF""]",A well-presented exquisite five bedroom family house located in the wonderful area of Regents Park.,"Albany Street, Regents Park, London, NW1A well-presented exquisite five bedroom family house located in the wonderful area of Regents Park. The property benefits from a private patio garden and comprises of a good-sized reception room, study, dining room, eat-in fully-furnished kitchen, five bedrooms, three bathrooms (1 en suite), guest WC. This is property is unfurnished and available from now.Local amenities:Just moments’ walk away is Primrose Hill, which has a good range of shops bars and restaurants. Nearby is also Regents Park, which has an open air theatre, London Zoo and a variety of sporting grounds. Also nearby is the York and Albany restaurant which is a Gordon Ramsay establishment, immensely popular for the high quality cuisines at generous prices.Local transport links:The Closest Underground stations are Camden Town and Mornington Crescent (both Northern line).",17162786,Flat,"[""Albany Street, London NW1""]",0,0,51.534615,-0.14678,E09000007,Camden
49094062,"[""2999""]","[""282 Norwood Road, London""]","[""SE27 9AJ""]","A good size one bedroom flat, situated in an ideal location for transport and shopping amenities. The property has a modern fitted kitchen and bathroom and is offered unfurnished.",A one bedroom period conversion above A commercial premises double glazed windows central heating good size reception room with high ceilings unfurnished modern beech effect fitted kitchen bedroom with fitted carpet three piece white bathroom suite with shower over the bath 14 minutes walk to elephant and castle train station (estimated time provided by google maps),21101034,Flat,"[""Walworth Road, London SE17""]",219,219,51.48879,-0.095688,E09000028,Southwark
48637567,"[""6240""]","[""131 Northcote Road""]","[""SW11 6PS""]",An immaculate and contemporary two bedroom flat on the 2nd floor of this new development on Clapham High Street. The property has been finished to an exceptionally high standard.,"  An immaculate and contemporary two bedroom flat on the 2nd floor of this new development on Clapham High Street. The property has been finished to an exceptionally high standard.Open plan kitchen/reception room with wooden floors, master bedroom with en suite shower and built in wardrobes, second double bedroom and separate bathroom. The property is fully furnished and available from the beginning of October.The Library is located on the corner of Clapham High Street and St Lukes Avenue and within walking distance of Clapham Common and Clapham North tube stations.",30724125,Flat,"[""St. Luke's Avenue, London SW4""]",475,475,51.462826,-0.13358,E09000022,Lambeth
46421103,"[""24773""]","[""112 Denmark Hill, Camberwell, London""]","[""SE5 8RX""]","  First floor Victorian two bedroom apartment with over 600 square feet. Find it in a well-connected location that’s close to Camberwell and Brixton centers. Denmark Hill, Loughborough Junction, and Brixton stations are both close for trains and the area is well served by buses, both day...","First floor Victorian two bedroom apartment with over 600 square feet. Find it in a well-connected location that’s close to Camberwell and Brixton centers. Denmark Hill, Loughborough Junction, and Brixton stations are both close for trains and the area is well served by buses, both day and night routes. A well-connected location; excellent bus routes can be found right outside the property, including the 176 to Tottenham Court Road, the 40 to Aldgate and the 185 to Victoria. Loughborough Junction is a short walk and offers a mere 10 minute journey-time to Blackfriars and Farringdon (Thameslink trains). Denmark Hill (both main line and Overground trains) is reached in 10mins. Or jump on a bus and pick up the tube at Brixton for the Victoria line.Whirled Cinema is a gem, locally: A members-only cinema and bar in a railway arch on Hardess Street. Central Camberwell and Brixton town centres are close for markets, restaurants, cafes and bars etc., including Brixton Village for pop-ups and regular eating establishments, and yoga classes! A handful of places we like are Mamma Dough (posh pizza) and Nanban (Japanese/Brixton Market fusion) on Coldharbour Lane, and The Camberwell Arms on Camberwell Church Street, plus Theo’s (sourdough pizza) and The Crooked Well on Grove Lane. Your nearest green spaces are Ruskin Park and Myatts Fields Park. Both are huge and have tennis courts and great planting and floral displays.",20928773,Flat,"[""Coldharbour Lane, Camberwell SE5""]",265,323,51.468246,-0.098199,E09000022,Lambeth
48651837,"[""71997""]","[""73a Burdett Road, Mile End, London""]","[""E3 4TN""]",Wonderful 4 double bedroom flat to rent in Mile End,"City View Properties are proud to present this beautiful 4 bedroom flat, which is situated 2/3 minutes walking distance from Mile end station/ 7 minutes from stepney green station.The property has fully furnished bedrooms, fully fitted bathroom, this further benefits storage options, wood flooring and double glazing.This property has a large kitchen, bathroom.This property is located conveniently a short walk to Mile End Station as well as the beautiful open spaces of Mile end park, Mile end leisure centre and Victoria Park.Ideal for working professionals or students, early viewings are advised.",30073256,Maisonette,"[""Burdett Road, London E3""]",505,550,51.522495,-0.033796,E09000030,Tower Hamlets
39182788,"[""20020""]","[""155 Upper Richmond Road, Putney""]","[""SW15 2TX""]","Purpose built two double bedroom apartment, great location, spacious accommodation and lots of natural light throughout.","SummaryPurpose built two double bedroom apartment, great location, spacious accommodation and lots of natural light throughout.DescriptionA purpose built two double bedroom apartment located on a popular road in the desirable area of Putney. This property offers a large reception room, separate modern kitchen and bathroom. Conveniently located for Putney High Street, Putney mainline station and East Putney tube on the district line.As part of our application process, fees will become due for referencing, tenancy agreement administration and an inventory check, these will be charged in addition to the Rent and Deposit that will be payable before the tenancy starts.Please contact our Branch for full details of the fees payable before you make any decision about this property or before you decide to view this property. Our Branch staff can provide you with an explanation of how these fees are calculated, please note that the referencing fees are charged per individual and should a Guarantor be required, this would attract additional referencing fees.While every reasonable effort is made to ensure the accuracy of descriptions and content, we should make you aware of the following guidance or limitations.(1) money laundering regulations – prospective tenants will be asked to produce identification documentation during the referencing process and we would ask for your co-operation in order that there will be no delay in agreeing a tenancy.(2) These particulars do not constitute part or all of an offer or contract.(3) The text, photographs and plans are for guidance only and are not necessarily comprehensive.(4) Measurements: These approximate room sizes are only intended as general guidance. You must verify the dimensions carefully to satisfy yourself of their accuracy.(5) You should make your own enquiries regarding the property, particularly in respect of furnishings to be included/excluded and what parking facilities are available.(6) Before you enter into any tenancy for one of the advertised properties, the condition and contents of the property will normally be set out in a tenancy agreement and inventory. Please make sure you carefully read and agree with the tenancy agreement and any inventory provided before signing these documents.",23313954,Flat,"[""Cambalt Road, Putney, London SW15""]",358,369,51.458946,-0.221806,E09000032,Wandsworth
44792247,"[""2658""]","[""146 Finchley Road, Hampstead, London""]","[""NW3 5HS""]","Available for rental this spacious 3 bedroom garden flat in a magnificent Victorian building, superbly located in the heart of Hampstead, moments from the High Street, the underground station on the green open spaces of Hampstead Heath.","The accommodation comprises spacious reception room with bay window leading to a private garden, separate fitted kitchen with stone worktops and integrated appliances, master bedroom with fitted wardrobes, bay window and en-suite bathroom/WC, two further bedrooms, both with fitted wardrobes, a family bathroom/WC and a guest cloakroom.Fitzjohns Avenue is a wide tree-line avenue, which leads into Heath Street; the main road running through Hampstead Village, where everything from designer clothes and delis to second hand bookshops and pricey antiques can be found. Hampstead Theatre, art-house cinemas, literary museums (Freud and Keats), galleries and open air concerts at Kenwood House are available for recreation in addition to the wide open spaces of Hampstead Heath, which offers breath-taking views, gardens and ponds, and open air swimming. Hampstead tube station on the Northern Line provides direct access to London's West End and the City. Equidistant is Finchley Road tube station (Jubilee and Metropolitan Lines) and the O2 Shopping Centre which offers a multi-screen cinema plus a wide range of restaurants, shops and a Sainsbury's supermarket. The area is well known for its abundance of exceptional schools which attracts families from across London looking to secure places.",17214907,Flat,"[""Fitzjohns Avenue, Hampstead, London NW3""]",1100,1100,51.554913,-0.178397,E09000007,Camden
49311310,"[""54584""]","[""39 Great Windmill Street""]","[""W1D 7LX""]","All bills included. Free wifi. Brand new studio just refurbished to highstandard. Located on the first floor.Thermal and sound proofed.Concealed kitchen with latest slim line induction hob, fridge... ** Property Reference: 492947 **","Property Reference: 492947.All bills included. Free wifi.Brand new studio just refurbished to highstandard. Located on the first floor.Thermal and sound proofed.Concealed kitchen with latest slim line induction hob, fridge, microwave, kettle.Build in Double wardrobe / storage.Modern luxury en-suite tiled bathroom wc withheated towel rail. The bathroom is finished with high quality sanitary units.Unfurnished, quality laminate floor, tripleglazing.Very fast wired and wifi internet.Close to many Restaurants and amenities.Big Sainsburys 2 min walk.10 minutes' walk to overground train station to Finsbury Park / Old Street / Moorgate.Bus links 329 / N29 / W9 / 125.Very quiet area.Non Smoking.Summary & Exclusions:- Rent Amount: £850.00 per month (£196.15 per week)- Deposit / Bond: £950.00- 1 Bedrooms- 1 Bathrooms- Property comes furnished or unfurnished (tenant can decide)- Available to move in from 29 January, 2019- Minimum tenancy term is 6 months- Maximum number of tenants is 1- No DSS / Housing Benefit Applicants- Students welcome to enquire- No Pets, sorry- No Smokers- Not Suitable for Families / Children- Bills Included- Property has parking- No Garden Access- EPC Rating: B If calling, please quote reference: 492947 Fees:You will not be charged any admin fees.Referencing for tenants only costs £20 each, if requested by the landlord for this property.** Contact today to book a viewing and have the landlord show you round! **Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.OpenRent endeavours to make all property particulars as accurate and reliable as possible, however if you require any further clarification or information please contact us. When applying for a tenancy using the Rent Now process, you will be required to pay one month's rent and any deposit before moving in. This will be paid to OpenRent and released to the landlord once you have moved in. With OpenRent there are no administration fees to pay, although you may need to pay £20 per tenant to cover the cost of referencing if required by the landlord.",15313825,Studio,"[""Winchmore Hill, London N21""]",196,219,51.62777,-0.096404,E09000010,Enfield
48533861,"[""31871""]","[""35 Maida Vale, London""]","[""W9 1TP""]",Stylish one bedroom apartment in Maida Vale.,"A newly refurbished one-bedroom apartment set on the top floor of a period conversion on a quiet residentional street in Maida Vale. The property comprises a well-presented open-plan kitchen/reception room with fully fitted appliances, a spacious double bedroom with built-in storage and a stylish bathroom.Sutherland Avenue is moments from the Grand Union Canal and Paddington Recreation ground along with the cafes and restaurants of Clifton Road, Lauderdale Parade and Elgin Avenue itself. It also boasts excellent proximity to fantastic transport links including Maida Vale underground station (Bakerloo line) Warwick Avenue underground station (Bakerloo line) Paddington Station with its national connections and Westbourne Park underground station (Hammersmith and City line). Notting Hill and Queens Park are also just a short walk away.",25115834,Flat,"[""Sutherland Avenue, London W9""]",325,325,51.52352,-0.193719,E09000033,Westminster
42517391,"[""15478""]","[""8 College Road, Harrow""]","[""HA1 1BE""]",Ellis and Co are delighted to present this converted one bedroom first floor flat located close proximity to Harrow on the Hill Station.,Ellis and Co are delighted to present this converted one bedroom first floor flat located close proximity to Harrow on the Hill Station.EPC Rating - 66% - DC Tax Band-bAdmin Fee £300 (inc VAT) Reference fee £99.00 (Inc VAT) per tenant,10153335,Flat,"[""Pinner Road, Harrow HA1""]",219,219,51.58121,-0.349593,E09000015,Harrow
47658997,"[""18200""]","[""148 Lower Clapton Road, Hackney, London""]","[""E5 0QJ""]","This outstanding Victorian conversion (1) bed flat offering generously proportioned living space, presented to the highest possible standard of with contemporary interior décor in Powerscroft Road, Lower Clapton, Hackney E5. Rent gbp 1,300.00 pcm + All Bills gbp 100.00 pcm.","This outstanding Victorian conversion (1) bed flat offering generously proportioned living space, presented to the highest possible standard of with contemporary interior décor in Powerscroft Road, Lower Clapton, Hackney E5.Absolutely beautiful, newly refurbished, this one bed house featuring hardwood flooring, flash white painted, neutrally decorated, fully integrated kitchen sharing with open plan living area, double bedroom bathroom suite and Utility Room.Powerscroft Road is conveniently located close to the many amenities of Clapton Pond and Lower Clapton Road also minutes walk away from fantastic shops available on Hackney Central area.For transport, the nearest over ground station is Upper Clapton Rail (Links to Liverpool St) and Hackney Central (Links to Highbury and Islington) providing an excellent Transport links.",7701724,Terraced house,"[""Powerscroft Road, Lower Clapton, Hackney, London E5""]",300,300,51.554672,-0.048811,E09000012,Hackney
45718088,"[""54584""]","[""39 Great Windmill Street""]","[""W1D 7LX""]","Bright 2 Double Bedroom, recently redecorated flat with balcony. Situated on the first floor of this period building offers stylish and contemporary living. Located on a quiet road close to Kings... ** Property Reference: 292288 **","Property Reference: 292288.Bright 2 Double Bedroom, recently redecorated flat with balcony. Situated on the first floor of this period building offers stylish and contemporary living. Located on a quiet road close to Kings College Hospital.Large Sunny Living Room with high ceilings and period features.Separate fully fitted eat in kitchen.Large Main Bedroom with new fitted wardrobes, shelving and fitted cupboard.Bright and cosy second Double bedroom with a large window with a leafy outlook.Modern bathroom.Outside space found on the Balcony situated off the kitchen.Quiet one way road with very little traffic.Close to amenities and fantastic restaurants.Excellent transport links with Brixton only a 10 minute bus ride away, Denmark Hill and Loughborough Junction overground stations are moments away with fantastic links to London Bridge, Victoria, Blackfriars and Clapham High Street plus multiple buses that run from Camberwell Green which is a 5 minute walk away.Parking permits available from Lambeth Council.Available from mid January/February, flexible move in date.The property will be available on a 1 year contract with the option to extend.References will be requested.Unfurnished or part finished to be discussed.Summary & Exclusions:- Rent Amount: £1,800.00 per month (£415.38 per week)- Deposit / Bond: £1,800.00- 2 Bedrooms- 1 Bathrooms- Property comes unfurnished- Available to move in from 14 January, 2018- Minimum tenancy term is 12 months- Maximum number of tenants is 2- No DSS / Housing Benefit Applicants- Students welcome to enquire- No Pets, sorry- No Smokers- Family Friendly- Bills not included- No Parking Available- No Garden Access- Property has fireplace If calling, please quote reference: 292288 Fees:You will not be charged any admin fees.Referencing for tenants only costs £20 each, if requested by the landlord for this property.** Contact today to book a viewing and have the landlord show you round! **Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.OpenRent endeavours to make all property particulars as accurate and reliable as possible, however if you require any further clarification or information please contact us. When applying for a tenancy using the Rent Now process, you will be required to pay one month's rent and any deposit before moving in. This will be paid to OpenRent and released to the landlord once you have moved in. With OpenRent there are no administration fees to pay, although you may need to pay £20 per tenant to cover the cost of referencing if required by the landlord.",20929984,Flat,"[""Camberwell, London SE5""]",415,415,51.469162,-0.09531,E09000022,Lambeth
46332671,"[""54584""]","[""39 Great Windmill Street""]","[""W1D 7LX""]","Spacious 2 bed, ground floor maisonette. Large open plan kitchen/dining area, 2 double bedrooms with fitted wardrobes, modern bathroom and private garden. Short walk from Streatham Common Statio... ** Property Reference: 80536 **","Property Reference: 80536.Spacious 2 bed, ground floor maisonette. Large open plan kitchen/dining area, 2 double bedrooms with fitted wardrobes, modern bathroom and private garden. Short walk from Streatham Common Station (Zone 3), close to local, shops, bars and restaurants. Free on street parking, available nowSummary & Exclusions:- Rent Amount: £1,450.00 per month (£334.62 per week)- Deposit / Bond: £2,250.00- 2 Bedrooms- 1 Bathrooms- Property comes unfurnished- Available to move in from 26 February, 2018- Minimum tenancy term is 12 months- Maximum number of tenants is 4- No DSS / Housing Benefit Applicants- Students welcome to enquire- No Pets, sorry- No Smokers- Family Friendly- Bills not included- Property has parking- Property has garden access If calling, please quote reference: 80536 Fees:You will not be charged any admin fees.Referencing for tenants only costs £20 each, if requested by the landlord for this property.** Contact today to book a viewing and have the landlord show you round! **Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.OpenRent endeavours to make all property particulars as accurate and reliable as possible, however if you require any further clarification or information please contact us. When applying for a tenancy using the Rent Now process, you will be required to pay one month's rent and any deposit before moving in. This will be paid to OpenRent and released to the landlord once you have moved in. With OpenRent there are no administration fees to pay, although you may need to pay £20 per tenant to cover the cost of referencing if required by the landlord.",23343874,Maisonette,"[""Kettering Street, Streatham, London SW16""]",335,346,51.419067,-0.145417,E09000032,Wandsworth
46547120,"[""58251""]","[""6 Norfolk Place, London""]","[""W2 1QN""]","Agp Properties are pleased to present this large one apartment has a large bright reception area, with wooden floors is situated on the sixth floor. It has ample storage space, a fully fitted kitchen and a modern bathroom.","The apartment comes with wifi and is set up for a Sky subscription.The building has a dedicated building manager, secure underground parking, wifi, laundry room and lift service.Centrally located in Westminster, just off Victoria Street, Luke House is surrounded by shops, bars and restaurants, as well as giving easy access to the rest of the city. Residents of Luke House have easy access to some of the capitals best known historic sights including Buckingham Palace, the Houses of Parliament and Westminster Abbey. It is a 5 minute walk to St James Park tube station (District line) and to Victoria tube and train station (Victoria line & Gatwick Express).",23085142,Flat,"[""3 Abbey Orchard Street, Victoria SW1P""]",495,495,51.497944,-0.132016,E09000033,Westminster
45025944,"[""29949""]","[""137b Lavender Hill, London""]","[""SW11 5QJ""]","A spacious and well presented four double bedroom house located only 7 minutes walk from Clapham South Station. The property has four good sized double bedrooms, three bathrooms, modern kitchen/diner, double reception room, utility room/toilet..","A spacious and well presented four double bedroom house located only 7 minutes walk from Clapham South Station.The property has four good sized double bedrooms, three bathrooms, modern kitchen/diner, double reception room, downstairs toilet, good sized garden and excellent basement storage. Utility room has washing machine and dryer. Good built in storage throughout.Rudloe Road is a quiet Victorian road located near to Clapham South, Balham, the wide open spaces of Clapham Common and the fashionable Abbeville Road.Unfurnished. Available anytime from 8th October 2018. Ideally suited to a family or 4 professional sharers.",23267241,Terraced house,"[""Rudloe Road, Balham SW12""]",750,750,51.44988,-0.142197,E09000022,Lambeth
39386072,"[""66369""]","[""50 Belgrave Road, London""]","[""SW1V 1RQ""]","A contemporary, three double bedroom apartment on the sixth floor of a popular, secure building with porter and underground parking located just 0.2 miles from Pimlico Underground Station.","A contemporary, three double bedroom apartment on the sixth floor of a popular, secure building with porter and underground parking located just 0.2 miles from Pimlico Underground Station.The property offers 1075 square feet of contemporary living space and features three double bedrooms, two bathrooms, a spacious reception room with semi-open plan kitchen and two balconies. The reception room has stunning views across the London skyline towards Big Ben and the London Eye.Available now on a furnished or unfurnished basis.",23092885,Flat,"[""Vauxhall Bridge Road, London SW1V""]",795,795,51.490826,-0.133416,E09000033,Westminster
48707014,"[""24773""]","[""112 Denmark Hill, Camberwell, London""]","[""SE5 8RX""]","  Spacious 4 double bedroom apartment. Based over two floors this lovely split level purpose built apartment offers four double bedrooms, a separate living room, modern kitchen, and bathroom. The apartment is Close to all local amenities and only 8 minutes walk to Kennington underground...","Spacious 4 double bedroom apartment. Based over two floors this lovely split level purpose built apartment offers four double bedrooms, a separate living room, modern kitchen, and bathroom. The apartment is Close to all local amenities and only 8 minutes walk to Kennington underground station. The apartment will be offered furnished.",21110970,Flat,"[""Cooks Road, Kennington SE17""]",600,600,51.482998,-0.10241,E09000028,Southwark
46872270,"[""15806""]","[""184 Brick Lane, London""]","[""E1 6SA""]","A beautifully presented one bedroom apartment, in this fantastic location only 250m from Hoxton Station on the East london Line and walking distance to Old Street Underground Station on the Northern Line and Liverpool Street Station within the City of London. (contd...)","A beautifully presented one bedroom apartment, in this fantastic location only 250m from Hoxton Station on the East london Line and walking distance to Old Street Underground Station on the Northern Line and Liverpool Street Station within the City of London. Hoxton Square and Rivington Street with fashionable bars and restaurants are also only a short walk away. The property benefits from a recently fitted kitchen, bright reception room with study area, double bedroom that leads to the bathroom suite. The apartment is within a lovely period building and is perfect for a professional couple.",31982739,Flat,"[""Hoxton Street, London N1""]",340,340,51.53335,-0.079915,E09000012,Hackney
49437262,"[""15478""]","[""8 College Road, Harrow""]","[""HA1 1BE""]","A brand new stylish &amp; unique two bed two bath apartment with balcony which has been built to achieve ""passiv haus"" heating system which will give you bills of less than two hundred pounds per year . Set in the heart of central (truncated)","A brand new stylish & unique two bed two bath apartment with balcony which has been built to achieve ""passiv haus"" heating system which will give you bills of less than two hundred pounds per year . Set in the heart of central harrow with local shops tube and other amenities at your doorstep.Please note - The furniture shown on the images will not be supplied with the property - the property can be furnished, different furniture will be supplied.Admin Fee - £300 inc VATReference Fee - £99 per tenant",31876518,Flat,"[""Bronze Apartment, Station Road, Harrow HA1""]",358,358,51.580555,-0.333784,E09000015,Harrow
46800386,"[""31668""]","[""7 Glenmore Parade, Ealing Road, Wembley""]","[""HA0 4PJ""]","New to the market is this remarkable one bedroom second floor modern apartment located beneficially close by to Alperton Station (Piccadilly Line), Hanger Lane station (Central Line) and local amenities. Internal viewing highly recommended.","New to the market is this remarkable one bedroom second floor modern apartment located beneficially close by to Alperton Station (Piccadilly Line), Hanger Lane station (Central Line) and local amenities. This stunning apartment boasts spacious open plan lounge and modern fitted kitchen with integrated appliances, modern fitted bathroom and private balcony overlooking the canal. In addition, this charming property benefits from secure underground parking, concierge and communal gardens. Internal viewing highly recommended.",31723280,Flat,"[""Venice House, Hatton Road, Wembley, Middlesex HA0""]",312,323,51.539017,-0.299641,E09000005,Brent
50240378,"[""11379""]","[""223 West End Lane, London""]","[""NW6 1XJ""]","An exceptionally well refurbished three bedroom, two bathroom lateral penthouse apartment (1422 SqFt) located in the heart of South Hampstead. Benefits include a large entertaining space, high ceilings and period features. The property is well situated for the transport links of West Hampstead and local shops. Offered Furnished or Unfurnished.","An exceptionally well refurbished three bedroom, two bathroom lateral penthouse apartment located in the heart of South Hampstead.The property benefits from a large entertaining space which is South & West facing and has beautiful views. The penthouse has high ceilings and period features. There are three large double bedrooms, with an en-suite for the master bedroom a family bathroom and wc. The property has wooden flooring through out, with noise prevention insulation. The windows are double glazed therefore no traffic noise can be heard. The property is offered furnished or unfurnished. Hunter will manage the property.The property is well situated for the transport links of West Hampstead and local shops.",17245749,Flat,"[""West End Lane, London NW6""]",975,975,51.543617,-0.193024,E09000007,Camden
48529923,"[""68236""]","[""378 Caledonian Road, London""]","[""N1 1DY""]","Harris Brown are happy to present this 5 bed property situated in the neighbourhood of Angel, borough of Islington.  Split over 2 levels, this flat contains 5 double bedrooms, kitchen and 3-piece shower-room on both floors with double glazing, neutral deco and carpet throughout.  The fully furnished property is a short walk to Angel (Northern Line) tube station, many transport links leading to all around London and a shopping centre with cinema, retail shops, restaurants and bars.  Ideal for those looking to stay close to the city and a short distance to City University.  This property can also be converted to a 4 bed, with separate lounge.","Harris Brown are happy to present this 5 bed property situated in the neighbourhood of Angel, borough of Islington.Split over 2 levels, this flat contains 5 double bedrooms, kitchen and 3-piece shower-room on both floors with double glazing, neutral deco and carpet throughout.The fully furnished property is a short walk to Angel (Northern Line) tube station, many transport links leading to all around London and a shopping centre with cinema, retail shops, restaurants and bars.Ideal for those looking to stay close to the city and a short distance to City University.This property can also be converted to a 4 bed, with separate lounge.",15059625,Flat,"[""Chapel Market, London N1""]",795,795,51.53329,-0.109966,E09000019,Islington
45386140,"[""860""]","[""66-68 Shepherds Bush Road, West Kensington""]","[""W6 7PH""]",A stunning and airy apartment set in this desirable apartment block conveniently located for direct access to Shepherd's Bush &amp; Holland Park tube stations. This large lateral apartment is situated on the third floor with a lift of this modern apartment block.,"SummaryA stunning and airy apartment set in this desirable apartment block conveniently located for direct access to Shepherd's Bush & Holland Park tube stations. This large lateral apartment is situated on the third floor with a lift of this modern apartment block.DescriptionA stunning and airy apartment set in this desirable apartment block conveniently located for direct access to Shepherd's Bush & Holland Park tube stations. This large lateral apartment is situated on the third floor with a lift of this modern apartment block.Presented in excellent condition throughout, the apartment comprises a contemporary open plan kitchen and large reception room with wood flooring, one very well proportioned double bedroom with fitted storage. The apartment also includes a balcony off the reception room.Boundary House is a gated development just off St Anns Road and is well positioned for those looking for close proximity to the Central line and to Holland Park's shops and restaurants. Secured parking place included, available mid December.As part of our application process, fees will become due for referencing, tenancy agreement administration and an inventory check, these will be charged in addition to the Rent and Deposit that will be payable before the tenancy starts.Please contact our Branch for full details of the fees payable before you make any decision about this property or before you decide to view this property. Our Branch staff can provide you with an explanation of how these fees are calculated, please note that the referencing fees are charged per individual and should a Guarantor be required, this would attract additional referencing fees.While every reasonable effort is made to ensure the accuracy of descriptions and content, we should make you aware of the following guidance or limitations.(1) money laundering regulations – prospective tenants will be asked to produce identification documentation during the referencing process and we would ask for your co-operation in order that there will be no delay in agreeing a tenancy.(2) These particulars do not constitute part or all of an offer or contract.(3) The text, photographs and plans are for guidance only and are not necessarily comprehensive.(4) Measurements: These approximate room sizes are only intended as general guidance. You must verify the dimensions carefully to satisfy yourself of their accuracy.(5) You should make your own enquiries regarding the property, particularly in respect of furnishings to be included/excluded and what parking facilities are available.(6) Before you enter into any tenancy for one of the advertised properties, the condition and contents of the property will normally be set out in a tenancy agreement and inventory. Please make sure you carefully read and agree with the tenancy agreement and any inventory provided before signing these documents.",25144828,Flat,"[""Boundary House, Queensdale Crescent, London W11""]",350,350,51.50825,-0.21591,E09000013,Hammersmith and Fulham
46820343,"[""6188""]","[""206 High Street, Brentford""]","[""TW8 8AH""]","Steeped in history, this early Victorian town house has been sympathetically modernised in recent years to retain its classic heritage. Arranged over three floors the property boasts a drawing room, separate dining room, a modern fitted kitchen, three bedrooms and a study. Unfurnished with a private rear garden this property is available now.","Windmill road brentford  Steeped in history, this early Victorian town house has been sympathetically modernised in recent years to retain its classic heritage. Arranged over three floors the property boasts a drawing room, separate dining room, a modern fitted kitchen, three bedrooms and a study. Unfurnished with a private rear garden this property is available now.",24734683,Semi-detached house,"[""Windmill Road, Brentford TW8""]",554,600,51.487137,-0.308226,E09000018,Hounslow
50261704,"[""93388""]","[""400 Uxbridge Road, Shepherds Bush, London""]","[""W12 0NP""]",Swift Residential is pleased to present this large studio flat in Greenford.,"Swift Residential is pleased to present this large studio flat in Greenford.Larger than your average studio flat. This property has been done to a high standard. The property itself has a large lounge/sleeping room, separate modern fitted kitchen and a modern shower room. It also consists of garden & parking. All bills in with the rent. Excellent public transport links to Ealing broadway, Shepherds Bush Westfield, Central line tube into the city (15-20mins), walking distance to Greenfield high school and Ravenor primary school. Close to local amenities. This will be the perfect flat for a single person or couple.",24860620,Studio,"[""Allenby Road, Greenford UB1""]",196,196,51.528088,-0.367084,E09000009,Ealing
