listing_id,branch_id,agent_address,agent_postcode,short_description,property_id,property_type,address,price_min,price_max,latitude,longitude,lad20cd,lad20nm,tagged_description
47748896,"[""85643""]","[""4th Floor, Suite 6, Alperton House, Bridgewater Road, Wembley, London""]","[""HA0 1EH""]",All bills inclusive - second floor flat - modern apartment - wifi internet included - close to queensbury station ( jubilee line) - furnished - available 12th July.,29973878,Studio,"[""Queensbury, Stanmore HA7""]",196,196,51.594227,-0.287589,E09000005,Brent,"[('All', 'O'), ('bills', 'O'), ('inclusive', 'O'), ('-', 'O'), ('second', 'O'), ('floor', 'O'), ('flat', 'O'), ('-', 'O'), ('modern', 'O'), ('apartment', 'O'), ('-', 'O'), ('wifi', 'O'), ('internet', 'O'), ('included', 'O'), ('-', 'O'), ('close', 'O'), ('to', 'O'), ('queensbury', 'B-LOC'), ('station', 'O'), ('(', 'O'), ('jubilee', 'O'), ('line)', 'O'), ('-', 'O'), ('furnished', 'O'), ('-', 'O'), ('available', 'O'), ('12th', 'O'), ('July.', 'O')]"
50438302,"[""52132""]","[""113 Hoe Street, London""]","[""E17 4RX""]","Located minutes away from Leyton Underground station, This property is the perfect match for the commuters to Central London. The property boasts an open plan fitted kitchen/living room with large windows allowing a great amount of natural light into the property, a double bedroom and a three piece bathroom. Also benefits of double glazed windows, shared garden, wooden floors and central gas heating.  Available furnished or unfurnished for a long term from the 16th February.",7813993,Flat,"[""North Birkbeck Road, Leytonstone E11""]",248,248,51.557144,0.000849,E09000031,Waltham Forest,"[('Located', 'O'), ('minutes', 'O'), ('away', 'O'), ('from', 'O'), ('Leyton', 'B-LOC'), ('Underground', 'O'), ('station,', 'O'), ('This', 'O'), ('property', 'O'), ('is', 'O'), ('the', 'O'), ('perfect', 'O'), ('match', 'O'), ('for', 'O'), ('the', 'O'), ('commuters', 'O'), ('to', 'O'), ('Central', 'O'), ('London.', 'O'), ('The', 'O'), ('property', 'O'), ('boasts', 'O'), ('an', 'O'), ('open', 'O'), ('plan', 'O'), ('fitted', 'O'), ('kitchen/living', 'O'), ('room', 'O'), ('with', 'O'), ('large', 'O'), ('windows', 'O'), ('allowing', 'O'), ('a', 'O'), ('great', 'O'), ('amount', 'O'), ('of', 'O'), ('natural', 'O'), ('light', 'O'), ('into', 'O'), ('the', 'O'), ('property,', 'O'), ('a', 'O'), ('double', 'O'), ('bedroom', 'O'), ('and', 'O'), ('a', 'O'), ('three', 'O'), ('piece', 'O'), ('bathroom.', 'O'), ('Also', 'O'), ('benefits', 'O'), ('of', 'O'), ('double', 'O'), ('glazed', 'O'), ('windows,', 'O'), ('shared', 'O'), ('garden,', 'O'), ('wooden', 'O'), ('floors', 'O'), ('and', 'O'), ('central', 'O'), ('gas', 'O'), ('heating.', 'O'), ('Available', 'O'), ('furnished', 'O'), ('or', 'O'), ('unfurnished', 'O'), ('for', 'O'), ('a', 'O'), ('long', 'O'), ('term', 'O'), ('from', 'O'), ('the', 'O'), ('16th', 'O'), ('February.', 'O')]"
49852318,"[""95190""]","[""10-16 Tiller Road, London,""]","[""E14 8PX""]",Call now to arrange vieiwngs,24750194,Terraced house,"[""21 Carrington Road, Richmond TW10""]",450,450,51.463406,-0.285825,E09000027,Richmond upon Thames,"[('Call', 'O'), ('now', 'O'), ('to', 'O'), ('arrange', 'O'), ('vieiwngs', 'O')]"
49472290,"[""28941""]","[""43 Mill Lane, London""]","[""NW6 1NB""]","Situated on Stonegrove, seconds walk of the Park, Places of Worship and the shops etc, First Floor, 2 Large Double Bedrooms, Huge Reception Room with Balcony, Spacious Fully Fitted Kitchen, Bathroom/wc, Cloakroom, Parking, Lift, E/Phone---Superb",10271859,Flat,"[""Windermere Hall, Stonegrove, Edgware HA8""]",335,335,51.615784,-0.286749,E09000015,Harrow,"[('Situated', 'O'), ('on', 'O'), ('Stonegrove,', 'O'), ('seconds', 'O'), ('walk', 'O'), ('of', 'O'), ('the', 'O'), ('Park,', 'O'), ('Places', 'O'), ('of', 'O'), ('Worship', 'O'), ('and', 'O'), ('the', 'O'), ('shops', 'O'), ('etc,', 'O'), ('First', 'O'), ('Floor,', 'O'), ('2', 'O'), ('Large', 'O'), ('Double', 'O'), ('Bedrooms,', 'O'), ('Huge', 'O'), ('Reception', 'O'), ('Room', 'O'), ('with', 'O'), ('Balcony,', 'O'), ('Spacious', 'O'), ('Fully', 'O'), ('Fitted', 'O'), ('Kitchen,', 'O'), ('Bathroom/wc,', 'O'), ('Cloakroom,', 'O'), ('Parking,', 'O'), ('Lift,', 'O'), ('E/Phone---Superb', 'O')]"
49785245,"[""46935""]","[""2 Parker House Admirals Way, Poplar, London""]","[""E14 9UQ""]","<p class=""top"">Very well presented luxury 2 bedroom 2 bathroom apartment situated in the popular development 41 Millharbour. The accommodation includes a good size living room with a balcony. Two double bedrooms and two bathrooms to include ensuite to master. Both South Quay DLR and Canary Wharf Jubilee Line tube can both be reached in just a short walk consequently the City of London and West End are both within easy reach. Other benefits include a 24 hr concierge service. Please call to arrange a viewing.</p>",27521461,Flat,"[""Millharbour, London E14""]",500,500,51.497784,-0.01822,E09000030,Tower Hamlets,"[('<p', 'O'), ('class=""top"">Very', 'O'), ('well', 'O'), ('presented', 'O'), ('luxury', 'O'), ('2', 'O'), ('bedroom', 'O'), ('2', 'O'), ('bathroom', 'O'), ('apartment', 'O'), ('situated', 'O'), ('in', 'O'), ('the', 'O'), ('popular', 'O'), ('development', 'O'), ('41', 'O'), ('Millharbour.', 'O'), ('The', 'O'), ('accommodation', 'O'), ('includes', 'O'), ('a', 'O'), ('good', 'O'), ('size', 'O'), ('living', 'O'), ('room', 'O'), ('with', 'O'), ('a', 'O'), ('balcony.', 'O'), ('Two', 'O'), ('double', 'O'), ('bedrooms', 'O'), ('and', 'O'), ('two', 'O'), ('bathrooms', 'O'), ('to', 'O'), ('include', 'O'), ('ensuite', 'O'), ('to', 'O'), ('master.', 'O'), ('Both', 'O'), ('South', 'B-LOC'), ('Quay', 'I-LOC'), ('DLR', 'O'), ('and', 'O'), ('Canary', 'B-LOC'), ('Wharf', 'I-LOC'), ('Jubilee', 'O'), ('Line', 'O'), ('tube', 'O'), ('can', 'O'), ('both', 'O'), ('be', 'O'), ('reached', 'O'), ('in', 'O'), ('just', 'O'), ('a', 'O'), ('short', 'O'), ('walk', 'O'), ('consequently', 'O'), ('the', 'O'), ('City', 'O'), ('of', 'O'), ('London', 'O'), ('and', 'O'), ('West', 'O'), ('End', 'O'), ('are', 'O'), ('both', 'O'), ('within', 'O'), ('easy', 'O'), ('reach.', 'O'), ('Other', 'O'), ('benefits', 'O'), ('include', 'O'), ('a', 'O'), ('24', 'O'), ('hr', 'O'), ('concierge', 'O'), ('service.', 'O'), ('Please', 'O'), ('call', 'O'), ('to', 'O'), ('arrange', 'O'), ('a', 'O'), ('viewing.</p>', 'O')]"
37492096,"[""31828""]","[""15 The Boulevard, Imperial Wharf, London""]","[""SW6 2UB""]","Superb 8th floor flat in a prestigious new riverside development. Large reception with views to the river and communal gardens, floor to ceiling windows and two balconies. Well proportioned bedrooms. Interior designed throughout. Epc-b",29443251,Flat,"[""Townmead Road, Fulham SW6""]",981,981,51.473946,-0.18305,E09000013,Hammersmith and Fulham,"[('Superb', 'O'), ('8th', 'O'), ('floor', 'O'), ('flat', 'O'), ('in', 'O'), ('a', 'O'), ('prestigious', 'O'), ('new', 'O'), ('riverside', 'O'), ('development.', 'O'), ('Large', 'O'), ('reception', 'O'), ('with', 'O'), ('views', 'O'), ('to', 'O'), ('the', 'O'), ('river', 'O'), ('and', 'O'), ('communal', 'O'), ('gardens,', 'O'), ('floor', 'O'), ('to', 'O'), ('ceiling', 'O'), ('windows', 'O'), ('and', 'O'), ('two', 'O'), ('balconies.', 'O'), ('Well', 'O'), ('proportioned', 'O'), ('bedrooms.', 'O'), ('Interior', 'O'), ('designed', 'O'), ('throughout.', 'O'), ('Epc-b', 'O')]"
46541257,"[""48653""]","[""4 Holders Hill Parade Holders Hill Road""]","[""NW7 1LY""]","On Edgware Road, London W2 1th. 1 Bedroom Flat. Separate Lounge. Fitted Kitchen. Bathroom &amp; WC Off Common Hallway Close to Maida Vale and Canal at Little Venice",29967154,Flat,"[""Edgware Road, London W2""]",275,275,51.524204,-0.176668,E09000033,Westminster,"[('On', 'O'), ('Edgware', 'B-LOC'), ('Road,', 'O'), ('London', 'O'), ('W2', 'O'), ('1th.', 'O'), ('1', 'O'), ('Bedroom', 'O'), ('Flat.', 'O'), ('Separate', 'O'), ('Lounge.', 'O'), ('Fitted', 'O'), ('Kitchen.', 'O'), ('Bathroom', 'O'),  ('WC', 'O'), ('Off', 'O'), ('Common', 'O'), ('Hallway', 'O'), ('Close', 'O'), ('to', 'O'), ('Maida', 'B-LOC'), ('Vale', 'I-LOC'), ('and', 'O'), ('Canal', 'O'), ('at', 'O'), ('Little', 'B-LOC'), ('Venice', 'I-LOC')]"
46182149,"[""82676""]","[""Unit 12, Town Quay Wharf, Abbey Street, Barking, London""]","[""IG11 7BZ""]",Stunning 5 bedroom house in Plaistow - dss accepted,7836052,Semi-detached house,"[""Adine Road, London, London E13""]",404,404,51.521976,0.024187,E09000025,Newham,"[('Stunning', 'O'), ('5', 'O'), ('bedroom', 'O'), ('house', 'O'), ('in', 'O'), ('Plaistow', 'B-LOC'), ('-', 'O'), ('dss', 'O'), ('accepted', 'O')]"
47681391,"[""83849""]","[""Docklands Business Centre, London""]","[""E14 8PX""]","Share accommodation! All bills included! Single room is available in a lovely 4 bedroom apartment in a popular Pimlico Apartments development, London SW1.",23089567,Flat,"[""36 Chapter Street, Westminster SW1P""]",175,175,51.49123,-0.134062,E09000033,Westminster,"[('Share', 'O'), ('accommodation!', 'O'), ('All', 'O'), ('bills', 'O'), ('included!', 'O'), ('Single', 'O'), ('room', 'O'), ('is', 'O'), ('available', 'O'), ('in', 'O'), ('a', 'O'), ('lovely', 'O'), ('4', 'O'), ('bedroom', 'O'), ('apartment', 'O'), ('in', 'O'), ('a', 'O'), ('popular', 'O'), ('Pimlico', 'B-LOC'), ('Apartments', 'O'), ('development,', 'O'), ('London', 'O'), ('SW1.', 'O')]"
44984932,"[""8168""]","[""31 Belgrave Road, Pimlico""]","[""SW1V 1RB""]","A spacious three double bedroom split level apartment with private courtyard garden. The apartment is situated moments from Pimlico Tube Station making transport most convenient, whilst amenities can be found nearby on Warwick Way and Wilton Road.",31097076,Maisonette,"[""Vauxhall Bridge Road, London SW1V""]",550,550,51.490288,-0.133525,E09000033,Westminster,"[('A', 'O'), ('spacious', 'O'), ('three', 'O'), ('double', 'O'), ('bedroom', 'O'), ('split', 'O'), ('level', 'O'), ('apartment', 'O'), ('with', 'O'), ('private', 'O'), ('courtyard', 'O'), ('garden.', 'O'), ('The', 'O'), ('apartment', 'O'), ('is', 'O'), ('situated', 'O'), ('moments', 'O'), ('from', 'O'), ('Pimlico', 'B-LOC'), ('Tube', 'O'), ('Station', 'O'), ('making', 'O'), ('transport', 'O'), ('most', 'O'), ('convenient,', 'O'), ('whilst', 'O'), ('amenities', 'O'), ('can', 'O'), ('be', 'O'), ('found', 'O'), ('nearby', 'O'), ('on', 'O'), ('Warwick', 'B-LOC'), ('Way', 'O'), ('and', 'O'), ('Wilton', 'B-LOC'), ('Road.', 'O')]"
49698993,"[""33507""]","[""11 High Street, New Malden""]","[""KT3 4DQ""]","*newly redecorated* A substantial five bedroom semi-detached house with generous living space. There is a lovely rear garden and the house has off-street parking as well as a garage. Located in Coombeside, convenient for schools...",11769965,Semi-detached house,"[""Buxton Drive, New Malden KT3""]",623,623,51.411682,-0.262682,E09000021,Kingston upon Thames,"[('*newly', 'O'), ('redecorated*', 'O'), ('A', 'O'), ('substantial', 'O'), ('five', 'O'), ('bedroom', 'O'), ('semi-detached', 'O'), ('house', 'O'), ('with', 'O'), ('generous', 'O'), ('living', 'O'), ('space.', 'O'), ('There', 'O'), ('is', 'O'), ('a', 'O'), ('lovely', 'O'), ('rear', 'O'), ('garden', 'O'), ('and', 'O'), ('the', 'O'), ('house', 'O'), ('has', 'O'), ('off-street', 'O'), ('parking', 'O'), ('as', 'O'), ('well', 'O'), ('as', 'O'), ('a', 'O'), ('garage.', 'O'), ('Located', 'O'), ('in', 'O'), ('Coombeside,', 'B-LOC'), ('convenient', 'O'), ('for', 'O'), ('schools...', 'O')]"
47506867,"[""54584""]","[""39 Great Windmill Street""]","[""W1D 7LX""]","A fantastic home with a vast amount of well planned flexible accommodation, this is divided over three floors and includes; a fabulous Through lounge living area encompassing the Massive kitchen a... ** Property Reference: 381790 **",7822618,Terraced house,"[""Fourth Avenue, London E12""]",438,438,51.549816,0.055454,E09000025,Newham,"[('A', 'O'), ('fantastic', 'O'), ('home', 'O'), ('with', 'O'), ('a', 'O'), ('vast', 'O'), ('amount', 'O'), ('of', 'O'), ('well', 'O'), ('planned', 'O'), ('flexible', 'O'), ('accommodation,', 'O'), ('this', 'O'), ('is', 'O'), ('divided', 'O'), ('over', 'O'), ('three', 'O'), ('floors', 'O'), ('and', 'O'), ('includes;', 'O'), ('a', 'O'), ('fabulous', 'O'), ('Through', 'O'), ('lounge', 'O'), ('living', 'O'), ('area', 'O'), ('encompassing', 'O'), ('the', 'O'), ('Massive', 'O'), ('kitchen', 'O'), ('a...', 'O'), ('**', 'O'), ('Property', 'O'), ('Reference:', 'O'), ('381790', 'O'), ('**', 'O')]"
49056591,"[""2074""]","[""174 Lavender Hill, Battersea, London""]","[""SW11 5TG""]","A charming &amp; light part furnished first floor flat conveniently situated in a quiet road close to Lavender Hill. Reception room, fitted kitchen with small balcony, double bedroom, dining room/second bedroom &amp; bathroom with shower. Excellent transport links at Clapham Junction rail station.",23259356,Flat,"[""Town Hall Road, Battersea, London SW11""]",395,395,51.46599,-0.160877,E09000032,Wandsworth,"[('A', 'O'), ('charming', 'O'),  ('light', 'O'), ('part', 'O'), ('furnished', 'O'), ('first', 'O'), ('floor', 'O'), ('flat', 'O'), ('conveniently', 'O'), ('situated', 'O'), ('in', 'O'), ('a', 'O'), ('quiet', 'O'), ('road', 'O'), ('close', 'O'), ('to', 'O'), ('Lavender', 'O'), ('Hill.', 'O'), ('Reception', 'O'), ('room,', 'O'), ('fitted', 'O'), ('kitchen', 'O'), ('with', 'O'), ('small', 'O'), ('balcony,', 'O'), ('double', 'O'), ('bedroom,', 'O'), ('dining', 'O'), ('room/second', 'O'), ('bedroom', 'O'),  ('bathroom', 'O'), ('with', 'O'), ('shower.', 'O'), ('Excellent', 'O'), ('transport', 'O'), ('links', 'O'), ('at', 'O'), ('Clapham', 'B-LOC'), ('Junction', 'O'), ('rail', 'O'), ('station.', 'O')]"
45715331,"[""81689""]","[""8 Kensington Park Road, London""]","[""W2 6NE""]","White Knight Estates are delighted to present this newly refurbished flat comprising 2 x bedrooms, 1 x bathroom flat set within this fantastic, sought after and convenient location.",20912313,Flat,"[""Camberwell Road, London SE5""]",312,312,51.479996,-0.094672,E09000028,Southwark,"[('White', 'O'), ('Knight', 'O'), ('Estates', 'O'), ('are', 'O'), ('delighted', 'O'), ('to', 'O'), ('present', 'O'), ('this', 'O'), ('newly', 'O'), ('refurbished', 'O'), ('flat', 'O'), ('comprising', 'O'), ('2', 'O'), ('x', 'O'), ('bedrooms,', 'O'), ('1', 'O'), ('x', 'O'), ('bathroom', 'O'), ('flat', 'O'), ('set', 'O'), ('within', 'O'), ('this', 'O'), ('fantastic,', 'O'), ('sought', 'O'), ('after', 'O'), ('and', 'O'), ('convenient', 'O'), ('location.', 'O')]"
47856350,"[""83849""]","[""Docklands Business Centre, London""]","[""E14 8PX""]","Modern bright and airy one double bedroom apartment set in one of East London's finest development called Caspian Wharf, Bow, E3.",30794273,Flat,"[""15 Seven Sea Gardens, Bow, London E3,""]",300,310,51.51939,-0.015956,E09000030,Tower Hamlets,"[('Modern', 'O'), ('bright', 'O'), ('and', 'O'), ('airy', 'O'), ('one', 'O'), ('double', 'O'), ('bedroom', 'O'), ('apartment', 'O'), ('set', 'O'), ('in', 'O'), ('one', 'O'), ('of', 'O'), ('East', 'O'), (""London's"", 'O'), ('finest', 'O'), ('development', 'O'), ('called', 'O'), ('Caspian', 'B-LOC'), ('Wharf,', 'I-LOC'), ('Bow,', 'O'), ('E3.', 'O')]"
48540433,"[""30972""]","[""35 Berkeley Square, Mayfair, London""]","[""W1J 5BT""]","<p class=""top"">Stunning two-bedroom apartment in the stylish Latitude House. The apartment comprises a large open plan kitchen/reception, master bedroom with a modern bathroom suite, second bedroom and family bathroom.The property is finished with the highest quality natural materials. For doors, the subtle graining of walnut timber has been used, to catch the natural light coming through the floorto-ceiling windows, creating a simple, warm feel to the interiors.  Bathroom floor is in limestone and the walls are set in stylish frosted white glass with backlit mirrors. Bright, practical kitchen is finished with white lacquered units with integrated appliances and a large balcony. Latitude House benefits from neighbouring Regents Park, with Camden Town also close by.</p><p class=""top"">You may download, store and use the material for your own personal use and research. You may not republish, retransmit, redistribute or otherwise make the material available to any party or make the same available on any website, online service or bulletin board of your own or of any other party or make the same available in hard copy or in any other media without the website owner's express prior written consent. The website owner's copyright must remain on all reproductions of material taken from this website.</p>",17168961,Flat,"[""Latitude House, Oval Road, Regents Park, London NW1""]",650,690,51.53729,-0.146339,E09000007,Camden,"[('<p', 'O'), ('class=""top"">Stunning', 'O'), ('two-bedroom', 'O'), ('apartment', 'O'), ('in', 'O'), ('the', 'O'), ('stylish', 'O'), ('Latitude', 'O'), ('House.', 'O'), ('The', 'O'), ('apartment', 'O'), ('comprises', 'O'), ('a', 'O'), ('large', 'O'), ('open', 'O'), ('plan', 'O'), ('kitchen/reception,', 'O'), ('master', 'O'), ('bedroom', 'O'), ('with', 'O'), ('a', 'O'), ('modern', 'O'), ('bathroom', 'O'), ('suite,', 'O'), ('second', 'O'), ('bedroom', 'O'), ('and', 'O'), ('family', 'O'), ('bathroom.The', 'O'), ('property', 'O'), ('is', 'O'), ('finished', 'O'), ('with', 'O'), ('the', 'O'), ('highest', 'O'), ('quality', 'O'), ('natural', 'O'), ('materials.', 'O'), ('For', 'O'), ('doors,', 'O'), ('the', 'O'), ('subtle', 'O'), ('graining', 'O'), ('of', 'O'), ('walnut', 'O'), ('timber', 'O'), ('has', 'O'), ('been', 'O'), ('used,', 'O'), ('to', 'O'), ('catch', 'O'), ('the', 'O'), ('natural', 'O'), ('light', 'O'), ('coming', 'O'), ('through', 'O'), ('the', 'O'), ('floorto-ceiling', 'O'), ('windows,', 'O'), ('creating', 'O'), ('a', 'O'), ('simple,', 'O'), ('warm', 'O'), ('feel', 'O'), ('to', 'O'), ('the', 'O'), ('interiors.', 'O'), ('Bathroom', 'O'), ('floor', 'O'), ('is', 'O'), ('in', 'O'), ('limestone', 'O'), ('and', 'O'), ('the', 'O'), ('walls', 'O'), ('are', 'O'), ('set', 'O'), ('in', 'O'), ('stylish', 'O'), ('frosted', 'O'), ('white', 'O'), ('glass', 'O'), ('with', 'O'), ('backlit', 'O'), ('mirrors.', 'O'), ('Bright,', 'O'), ('practical', 'O'), ('kitchen', 'O'), ('is', 'O'), ('finished', 'O'), ('with', 'O'), ('white', 'O'), ('lacquered', 'O'), ('units', 'O'), ('with', 'O'), ('integrated', 'O'), ('appliances', 'O'), ('and', 'O'), ('a', 'O'), ('large', 'O'), ('balcony.', 'O'), ('Latitude', 'O'), ('House', 'O'), ('benefits', 'O'), ('from', 'O'), ('neighbouring', 'O'), ('Regents', 'B-LOC'), ('Park,', 'O'), ('with', 'O'), ('Camden', 'B-LOC'), ('Town', 'I-LOC'), ('also', 'O'), ('close', 'O'), ('by.</p><p', 'O'), ('class=""top"">You', 'O'), ('may', 'O'), ('download,', 'O'), ('store', 'O'), ('and', 'O'), ('use', 'O'), ('the', 'O'), ('material', 'O'), ('for', 'O'), ('your', 'O'), ('own', 'O'), ('personal', 'O'), ('use', 'O'), ('and', 'O'), ('research.', 'O'), ('You', 'O'), ('may', 'O'), ('not', 'O'), ('republish,', 'O'), ('retransmit,', 'O'), ('redistribute', 'O'), ('or', 'O'), ('otherwise', 'O'), ('make', 'O'), ('the', 'O'), ('material', 'O'), ('available', 'O'), ('to', 'O'), ('any', 'O'), ('party', 'O'), ('or', 'O'), ('make', 'O'), ('the', 'O'), ('same', 'O'), ('available', 'O'), ('on', 'O'), ('any', 'O'), ('website,', 'O'), ('online', 'O'), ('service', 'O'), ('or', 'O'), ('bulletin', 'O'), ('board', 'O'), ('of', 'O'), ('your', 'O'), ('own', 'O'), ('or', 'O'), ('of', 'O'), ('any', 'O'), ('other', 'O'), ('party', 'O'), ('or', 'O'), ('make', 'O'), ('the', 'O'), ('same', 'O'), ('available', 'O'), ('in', 'O'), ('hard', 'O'), ('copy', 'O'), ('or', 'O'), ('in', 'O'), ('any', 'O'), ('other', 'O'), ('media', 'O'), ('without', 'O'), ('the', 'O'), ('website', 'O'), (""owner's"", 'O'), ('express', 'O'), ('prior', 'O'), ('written', 'O'), ('consent.', 'O'), ('The', 'O'), ('website', 'O'), (""owner's"", 'O'), ('copyright', 'O'), ('must', 'O'), ('remain', 'O'), ('on', 'O'), ('all', 'O'), ('reproductions', 'O'), ('of', 'O'), ('material', 'O'), ('taken', 'O'), ('from', 'O'), ('this', 'O'), ('website.</p>', 'O')]"
33827935,"[""9127""]","[""40 Connaught Street, London""]","[""W2 2AB""]","A spacious two double bedroom light and bright apartment located on the 4th floor of the secure portered build. The property comprises large reception with wood floors, fully fitted kitchen and ample storage space. Long let",25003324,Flat,"[""Devonport, Southwick Street, Hyde Park, London W2""]",535,550,51.516094,-0.170059,E09000033,Westminster,"[('A', 'O'), ('spacious', 'O'), ('two', 'O'), ('double', 'O'), ('bedroom', 'O'), ('light', 'O'), ('and', 'O'), ('bright', 'O'), ('apartment', 'O'), ('located', 'O'), ('on', 'O'), ('the', 'O'), ('4th', 'O'), ('floor', 'O'), ('of', 'O'), ('the', 'O'), ('secure', 'O'), ('portered', 'O'), ('build.', 'O'), ('The', 'O'), ('property', 'O'), ('comprises', 'O'), ('large', 'O'), ('reception', 'O'), ('with', 'O'), ('wood', 'O'), ('floors,', 'O'), ('fully', 'O'), ('fitted', 'O'), ('kitchen', 'O'), ('and', 'O'), ('ample', 'O'), ('storage', 'O'), ('space.', 'O'), ('Long', 'O'), ('let', 'O')]"
46764426,"[""29887""]","[""298 Gray's Inn Road, London""]","[""WC1X 8DX""]","<p class=""top"">Carter Reeves is proud to present this amazing 2 bedroom flat with no lounge located walking distance to Kings Cross.  This ground floor property is fully furnished, has a modern kitchen with modern appliances and comes with wooden flooring throughout. The current lounge has been converted as second bedroom but also can be reverted back, furthermore the corridor is large in size and has a dining table for communal space. This property will be perfect for students.  The apartment is suitable for students, professionals and couples and is located on a quiet street, yet only a few minutes' walk to London Kings Cross tube and over ground stations offering outstanding connections to outside of London and Europe with the Euro star.  Our Tennant Fees will be reduced for this property - Please call Carter Reeves for viewings. Please call our Lettings Team for viewings.</p>",25458431,Flat,"[""Loxham Street, London WC1H""]",369,392,51.52819,-0.121768,E09000007,Camden,"[('<p', 'O'), ('class=""top"">Carter', 'O'), ('Reeves', 'O'), ('is', 'O'), ('proud', 'O'), ('to', 'O'), ('present', 'O'), ('this', 'O'), ('amazing', 'O'), ('2', 'O'), ('bedroom', 'O'), ('flat', 'O'), ('with', 'O'), ('no', 'O'), ('lounge', 'O'), ('located', 'O'), ('walking', 'O'), ('distance', 'O'), ('to', 'O'), ('Kings', 'B-LOC'), ('Cross.', 'I-LOC'), ('This', 'O'), ('ground', 'O'), ('floor', 'O'), ('property', 'O'), ('is', 'O'), ('fully', 'O'), ('furnished,', 'O'), ('has', 'O'), ('a', 'O'), ('modern', 'O'), ('kitchen', 'O'), ('with', 'O'), ('modern', 'O'), ('appliances', 'O'), ('and', 'O'), ('comes', 'O'), ('with', 'O'), ('wooden', 'O'), ('flooring', 'O'), ('throughout.', 'O'), ('The', 'O'), ('current', 'O'), ('lounge', 'O'), ('has', 'O'), ('been', 'O'), ('converted', 'O'), ('as', 'O'), ('second', 'O'), ('bedroom', 'O'), ('but', 'O'), ('also', 'O'), ('can', 'O'), ('be', 'O'), ('reverted', 'O'), ('back,', 'O'), ('furthermore', 'O'), ('the', 'O'), ('corridor', 'O'), ('is', 'O'), ('large', 'O'), ('in', 'O'), ('size', 'O'), ('and', 'O'), ('has', 'O'), ('a', 'O'), ('dining', 'O'), ('table', 'O'), ('for', 'O'), ('communal', 'O'), ('space.', 'O'), ('This', 'O'), ('property', 'O'), ('will', 'O'), ('be', 'O'), ('perfect', 'O'), ('for', 'O'), ('students.', 'O'), ('The', 'O'), ('apartment', 'O'), ('is', 'O'), ('suitable', 'O'), ('for', 'O'), ('students,', 'O'), ('professionals', 'O'), ('and', 'O'), ('couples', 'O'), ('and', 'O'), ('is', 'O'), ('located', 'O'), ('on', 'O'), ('a', 'O'), ('quiet', 'O'), ('street,', 'O'), ('yet', 'O'), ('only', 'O'), ('a', 'O'), ('few', 'O'), (""minutes'"", 'O'), ('walk', 'O'), ('to', 'O'), ('London', 'O'), ('Kings', 'B-LOC'), ('Cross', 'I-LOC'), ('tube', 'O'), ('and', 'O'), ('over', 'O'), ('ground', 'O'), ('stations', 'O'), ('offering', 'O'), ('outstanding', 'O'), ('connections', 'O'), ('to', 'O'), ('outside', 'O'), ('of', 'O'), ('London', 'O'), ('and', 'O'), ('Europe', 'O'), ('with', 'O'), ('the', 'O'), ('Euro', 'O'), ('star.', 'O'), ('Our', 'O'), ('Tennant', 'O'), ('Fees', 'O'), ('will', 'O'), ('be', 'O'), ('reduced', 'O'), ('for', 'O'), ('this', 'O'), ('property', 'O'), ('-', 'O'), ('Please', 'O'), ('call', 'O'), ('Carter', 'O'), ('Reeves', 'O'), ('for', 'O'), ('viewings.', 'O'), ('Please', 'O'), ('call', 'O'), ('our', 'O'), ('Lettings', 'O'), ('Team', 'O'), ('for', 'O'), ('viewings.</p>', 'O')]"
45269073,"[""3938""]","[""16 Lambton Place, Notting Hill, London""]","[""W11 2SH""]","Delightful four storey terraced house located in the centre of the very sought after Hillgate Village. The property consists of a bright reception room, separate kitchen and two double bedrooms (both en-suite). (contd...)",25108935,Terraced house,"[""Hillgate Street, Notting Hill W8""]",850,850,51.5081,-0.197744,E09000020,Kensington and Chelsea,"[('Delightful', 'O'), ('four', 'O'), ('storey', 'O'), ('terraced', 'O'), ('house', 'O'), ('located', 'O'), ('in', 'O'), ('the', 'O'), ('centre', 'O'), ('of', 'O'), ('the', 'O'), ('very', 'O'), ('sought', 'O'), ('after', 'O'), ('Hillgate', 'B-LOC'), ('Village.', 'I-LOC'), ('The', 'O'), ('property', 'O'), ('consists', 'O'), ('of', 'O'), ('a', 'O'), ('bright', 'O'), ('reception', 'O'), ('room,', 'O'), ('separate', 'O'), ('kitchen', 'O'), ('and', 'O'), ('two', 'O'), ('double', 'O'), ('bedrooms', 'O'), ('(both', 'O'), ('en-suite).', 'O'), ('(contd...)', 'O')]"
